Species,Temperature (°C),Soil Moisture (%),Altitude (m),Soil pH,Light Hours,Germination Rate (%)
Brassica juncea,33.84,42.04,2977,7.68,8.59,0.0
Brassica juncea,24.86,58.38,2157,7.67,14.84,1.02
Brassica juncea,29.49,84.05,3599,6.57,11.37,0.37
Brassica juncea,33.84,55.0,490,7.87,9.72,0.0
Brassica juncea,26.07,46.48,3394,7.74,9.49,0.0
Brassica juncea,21.55,71.68,2230,7.28,9.13,0.39
Brassica juncea,22.28,80.18,598,7.06,15.0,12.14
Brassica juncea,34.61,43.86,2248,6.71,9.55,0.0
Brassica juncea,18.81,57.57,1945,6.42,13.75,1.53
Brassica juncea,17.05,45.09,704,7.42,13.73,0.0
Brassica juncea,15.77,51.74,3025,6.45,9.76,0.0
Brassica juncea,24.86,69.46,3312,6.6,11.19,2.34
Brassica juncea,23.1,54.37,3014,6.34,8.65,0.04
Brassica juncea,24.91,52.87,207,5.78,10.13,0.13
Brassica juncea,32.6,84.85,345,5.65,14.56,0.3
Brassica juncea,24.28,81.31,1897,7.51,12.32,6.15
Brassica juncea,19.52,50.02,1105,7.57,9.54,0.0
Brassica juncea,30.54,67.39,2447,6.23,12.44,5.78
Brassica juncea,28.55,43.44,1523,5.76,15.65,0.1
Brassica juncea,23.63,59.26,2356,6.9,15.95,6.04
Brassica juncea,34.32,78.41,3338,7.76,15.43,0.0
Brassica juncea,33.4,42.74,2052,7.49,8.04,0.0
Brassica juncea,22.45,54.68,1081,7.92,9.66,0.01
Brassica juncea,32.17,86.76,2188,7.11,15.53,1.04
Brassica juncea,32.76,70.42,316,5.68,12.44,0.31
Brassica juncea,25.87,74.85,2856,7.81,11.87,0.42
Brassica juncea,26.01,50.44,2551,6.77,9.4,0.12
Brassica juncea,24.03,92.7,758,7.85,8.95,0.01
Brassica juncea,19.71,56.83,2383,6.31,13.5,1.46
Brassica juncea,19.39,88.07,898,6.78,14.94,3.11
Brassica juncea,24.57,82.52,1247,7.72,10.08,0.5
Brassica juncea,18.05,93.5,2883,7.77,8.73,0.0
Brassica juncea,25.64,48.07,402,7.36,13.9,0.24
Brassica juncea,17.14,78.81,2571,6.09,14.1,0.56
Brassica juncea,17.93,60.48,946,6.32,10.6,0.25
Brassica juncea,24.43,75.2,2806,6.35,10.59,5.57
Brassica juncea,31.42,62.74,309,5.92,9.05,0.05
Brassica juncea,17.25,66.7,921,6.25,10.54,0.25
Brassica juncea,19.31,74.27,2730,7.3,10.69,0.26
Brassica juncea,19.72,41.15,1061,6.41,12.11,0.03
Brassica juncea,33.59,41.54,393,5.76,14.89,0.0
Brassica juncea,20.82,91.61,2668,6.75,8.5,0.05
Brassica juncea,27.07,87.21,2871,6.4,14.99,8.24
Brassica juncea,16.56,58.47,1272,7.52,14.84,0.03
Brassica juncea,20.49,79.87,2438,7.26,12.35,2.45
Brassica juncea,20.27,40.24,723,6.85,8.61,0.0
Brassica juncea,15.2,41.88,208,6.58,14.38,0.0
Brassica juncea,18.76,78.59,3221,6.86,13.58,0.56
Brassica juncea,29.15,85.88,2188,6.91,12.66,10.49
Brassica juncea,27.72,65.5,1641,7.53,8.63,0.16
Brassica juncea,28.78,55.75,2007,7.03,12.66,3.24
Brassica juncea,25.73,76.33,1357,5.82,14.8,35.19
Brassica juncea,25.31,42.27,1777,6.34,9.1,0.02
Brassica juncea,17.96,70.07,1760,6.43,9.44,0.27
Brassica juncea,20.16,93.93,262,6.38,15.37,0.79
Brassica juncea,25.14,61.28,674,7.28,10.66,1.69
Brassica juncea,27.95,88.6,2190,7.9,9.56,0.03
Brassica juncea,19.65,68.59,850,5.6,12.77,1.41
Brassica juncea,33.91,85.9,1920,6.56,15.73,0.65
Brassica juncea,20.06,51.75,2393,6.45,9.56,0.06
Brassica juncea,32.07,82.84,815,7.53,15.23,0.46
Brassica juncea,22.82,57.11,744,5.96,15.19,4.02
Brassica juncea,31.03,75.18,2722,5.51,8.36,0.02
Brassica juncea,34.61,53.8,714,6.94,13.97,0.04
Brassica juncea,15.86,73.08,2216,6.5,9.4,0.03
Brassica juncea,22.64,90.21,3039,7.19,15.33,0.98
Brassica juncea,24.59,60.71,3147,6.61,11.95,2.38
Brassica juncea,29.31,76.12,2312,7.24,14.57,8.44
Brassica juncea,27.13,40.82,1287,5.78,9.9,0.01
Brassica juncea,31.87,53.54,588,5.56,9.09,0.0
Brassica juncea,21.11,74.34,2054,6.04,9.61,1.57
Brassica juncea,24.96,56.1,768,6.3,11.51,4.62
Brassica juncea,30.63,74.53,1268,6.81,13.92,18.17
Brassica juncea,34.56,91.72,405,5.65,12.85,0.02
Brassica juncea,15.89,58.93,3348,7.9,13.56,0.0
Brassica juncea,28.3,63.85,2528,7.26,11.72,2.49
Brassica juncea,30.45,67.09,848,6.89,12.76,8.12
Brassica juncea,15.9,84.26,2689,7.26,9.75,0.0
Brassica juncea,24.21,46.17,693,6.82,15.13,0.59
Brassica juncea,28.97,74.84,1796,6.35,14.98,40.59
Brassica juncea,29.61,66.65,2481,7.47,10.9,0.6
Brassica juncea,17.63,45.69,2511,5.96,10.71,0.0
Brassica juncea,22.69,94.52,358,7.55,13.24,0.35
Brassica juncea,32.49,49.36,1922,7.14,8.64,0.0
Brassica juncea,19.95,42.06,3201,7.19,15.08,0.0
Brassica juncea,29.63,63.71,1716,5.55,11.69,1.65
Brassica juncea,19.21,44.9,1350,7.48,9.99,0.0
Brassica juncea,17.74,75.11,1262,5.54,13.8,0.54
Brassica juncea,33.2,64.7,304,6.59,9.67,0.07
Brassica juncea,29.54,64.19,3225,7.86,14.5,0.05
Brassica juncea,19.71,68.07,1916,6.12,14.54,7.71
Brassica juncea,26.41,60.16,2169,7.55,13.61,2.43
Brassica juncea,30.51,89.03,2145,7.08,8.62,0.09
Brassica juncea,30.17,73.09,1908,7.15,15.95,6.89
Brassica juncea,27.42,53.27,2068,7.01,9.77,0.38
Brassica juncea,33.55,59.67,2564,5.81,12.42,0.1
Brassica juncea,29.82,69.16,2916,6.73,10.25,0.97
Brassica juncea,34.06,57.65,397,5.99,10.79,0.02
Brassica juncea,33.36,74.04,2547,6.04,8.11,0.01
Brassica juncea,18.72,48.65,2549,5.59,13.82,0.02
Brassica juncea,21.03,58.77,3256,7.73,12.3,0.03
Brassica juncea,16.56,84.04,2137,5.69,11.41,0.07
Brassica juncea,31.45,50.42,778,6.97,8.08,0.0
Brassica juncea,32.67,41.18,1615,7.75,14.07,0.0
Brassica juncea,27.23,53.06,414,6.11,15.06,1.94
Brassica juncea,24.26,46.37,2376,6.92,14.65,0.55
Brassica juncea,16.33,48.91,2140,7.9,11.12,0.0
Brassica juncea,25.23,78.5,3107,5.92,8.2,0.09
Brassica juncea,18.29,49.28,2082,6.03,10.16,0.02
Brassica juncea,16.45,93.29,788,5.69,12.57,0.03
Brassica juncea,34.76,77.71,3491,7.87,15.98,0.0
Brassica juncea,34.42,88.33,1918,5.62,13.56,0.09
Brassica juncea,17.26,88.87,435,7.87,12.09,0.01
Brassica juncea,23.18,90.08,2177,7.08,9.23,0.5
Brassica juncea,34.16,82.78,1729,6.18,8.3,0.02
Brassica juncea,21.89,41.4,2997,5.83,14.45,0.01
Brassica juncea,16.92,78.91,1418,6.09,14.56,1.06
Brassica juncea,15.21,88.77,1518,7.0,12.89,0.06
Brassica juncea,23.03,83.33,763,6.82,13.73,26.73
Brassica juncea,33.72,47.15,3492,5.52,12.98,0.0
Brassica juncea,23.64,87.91,1414,5.91,15.3,14.29
Brassica juncea,15.29,73.69,3522,7.22,8.48,0.0
Brassica juncea,28.07,49.08,1428,7.44,10.07,0.06
Brassica juncea,22.53,70.85,587,7.58,8.13,0.04
Brassica juncea,25.37,56.85,1112,7.97,11.41,0.1
Brassica juncea,31.54,59.25,963,7.52,9.26,0.02
Brassica juncea,29.4,56.05,2979,5.86,13.87,0.56
Brassica juncea,28.78,91.89,2144,7.35,15.74,1.55
Brassica juncea,34.76,68.36,3563,5.9,15.78,0.01
Brassica juncea,24.62,64.17,890,6.26,12.09,22.59
Brassica juncea,23.18,88.1,1373,5.54,12.75,4.11
Brassica juncea,19.2,46.8,1279,7.65,12.63,0.01
Brassica juncea,31.88,60.39,2457,7.58,12.77,0.14
Brassica juncea,20.69,73.77,1471,6.87,15.67,14.62
Brassica juncea,33.58,50.09,274,6.19,10.55,0.01
Brassica juncea,15.52,83.59,1143,7.37,15.87,0.04
Brassica juncea,28.73,54.02,2938,7.64,10.84,0.03
Brassica juncea,34.57,90.63,2661,6.65,15.42,0.08
Brassica juncea,18.66,62.09,1301,6.24,14.83,2.51
Brassica juncea,23.92,69.09,344,5.83,13.82,10.53
Brassica juncea,16.05,88.92,1347,7.03,10.06,0.02
Brassica juncea,18.96,42.11,1790,5.95,10.73,0.01
Brassica juncea,15.66,40.89,3187,6.73,10.19,0.0
Brassica juncea,22.26,41.69,2048,6.55,8.62,0.0
Brassica juncea,26.29,60.1,433,7.77,15.46,0.4
Brassica juncea,20.33,67.25,1278,7.86,13.89,0.4
Brassica juncea,18.53,42.65,2664,6.43,9.44,0.0
Brassica juncea,32.02,59.29,985,6.07,9.22,0.09
Brassica juncea,30.29,66.54,1389,6.89,10.21,2.36
Brassica juncea,24.26,91.73,3434,6.58,11.44,0.53
Brassica juncea,31.87,60.48,3147,5.54,11.51,0.03
Brassica juncea,32.1,52.36,443,6.76,12.7,0.2
Brassica juncea,18.09,85.82,1174,5.71,8.31,0.01
Brassica juncea,16.29,74.46,3191,7.49,15.71,0.01
Brassica juncea,17.84,65.69,796,6.28,15.51,1.15
Brassica juncea,32.77,76.46,1387,6.45,13.02,4.58
Brassica juncea,19.46,92.62,2574,7.49,11.14,0.06
Brassica juncea,33.12,52.07,1990,7.74,9.77,0.0
Brassica juncea,26.79,71.44,2943,7.04,15.78,6.34
Brassica juncea,26.15,88.24,2334,6.66,13.06,20.04
Brassica juncea,22.62,49.71,1793,6.78,13.72,2.04
Brassica juncea,16.35,75.44,2404,7.02,14.63,0.28
Brassica juncea,25.76,68.24,431,7.57,10.27,0.58
Brassica juncea,33.44,70.65,995,6.6,12.73,1.8
Brassica juncea,19.86,92.38,678,6.38,11.69,1.11
Brassica juncea,16.56,80.72,547,7.09,14.9,0.22
Brassica juncea,17.54,60.23,3098,7.89,8.06,0.0
Brassica juncea,16.17,47.37,1895,5.86,15.23,0.01
Brassica juncea,28.94,45.63,2896,7.35,13.57,0.03
Brassica juncea,34.13,85.97,1538,6.19,9.74,0.07
Brassica juncea,25.39,52.0,3481,6.26,14.93,0.26
Brassica juncea,17.8,82.79,2716,5.71,12.07,0.16
Brassica juncea,24.5,50.33,445,7.64,13.93,0.14
Brassica juncea,16.95,83.82,1901,6.43,10.15,0.16
Brassica juncea,20.88,56.76,1596,7.2,9.65,0.2
Brassica juncea,17.49,67.43,438,6.39,11.16,0.31
Brassica juncea,15.62,76.85,1313,7.75,12.75,0.02
Brassica juncea,34.18,67.98,2267,7.93,10.11,0.0
Brassica juncea,21.92,81.16,2302,7.33,10.28,1.1
Brassica juncea,17.03,41.31,3344,6.32,10.69,0.0
Brassica juncea,20.08,81.61,3284,6.53,13.4,1.25
Brassica juncea,22.38,75.47,2856,6.74,15.7,8.54
Brassica juncea,25.06,42.37,999,7.91,10.66,0.0
Brassica juncea,32.88,52.11,523,6.35,8.01,0.0
Brassica juncea,33.71,71.98,1385,6.95,8.39,0.03
Brassica juncea,31.96,64.96,3329,5.68,15.38,0.09
Brassica juncea,15.71,45.37,1305,5.94,12.13,0.0
Brassica juncea,18.71,66.53,3326,7.5,10.22,0.01
Brassica juncea,18.36,89.25,1843,6.73,15.28,1.42
Brassica juncea,16.13,75.84,904,7.81,9.24,0.0
Brassica juncea,16.71,73.71,359,5.65,8.06,0.0
Brassica juncea,17.3,46.28,2735,5.62,8.45,0.0
Brassica juncea,20.27,49.5,3503,7.82,12.44,0.0
Brassica juncea,30.08,90.72,349,5.8,10.74,0.32
Brassica juncea,24.46,58.76,1196,6.42,9.64,2.15
Brassica juncea,30.46,42.0,2898,7.93,13.89,0.0
Brassica juncea,22.97,85.96,1230,7.69,11.37,0.88
Brassica juncea,30.85,72.76,2101,5.98,14.23,8.58
Brassica juncea,21.76,44.31,674,6.92,14.67,0.16
Brassica juncea,23.69,94.03,1826,7.91,9.15,0.01
Brassica juncea,28.07,93.48,2783,7.3,13.45,0.92
Brassica juncea,34.5,57.94,3281,7.94,13.94,0.0
Brassica juncea,27.24,67.88,713,6.24,10.5,7.66
Brassica juncea,25.65,67.25,1332,7.37,15.0,14.05
Brassica juncea,33.48,54.2,2502,6.61,13.84,0.15
Brassica juncea,21.65,40.48,722,6.79,8.95,0.0
Brassica juncea,24.66,87.57,1521,6.84,14.61,33.03
Brassica juncea,19.43,60.9,2726,7.45,9.05,0.01
Brassica juncea,32.62,41.36,708,5.67,15.27,0.0
Brassica juncea,15.94,57.46,3059,6.92,12.8,0.01
Brassica juncea,15.81,76.78,2792,7.29,13.48,0.04
Brassica juncea,34.64,89.29,2666,6.5,13.68,0.12
Brassica juncea,31.41,70.34,792,7.74,12.63,0.32
Brassica juncea,20.97,43.97,1032,5.74,15.97,0.04
Brassica juncea,25.9,45.66,703,6.46,14.55,0.78
Brassica juncea,34.94,72.61,3398,7.95,14.01,0.0
Brassica juncea,24.35,40.78,2789,5.93,9.62,0.0
Brassica juncea,32.11,45.92,2658,7.42,11.75,0.0
Brassica juncea,21.98,64.78,3369,6.14,11.47,0.68
Brassica juncea,31.78,77.55,2859,7.77,10.52,0.02
Brassica juncea,25.97,66.64,1016,7.63,8.6,0.12
Brassica juncea,20.29,71.01,967,6.94,12.1,7.08
Brassica juncea,16.71,61.9,2807,7.6,15.86,0.01
Brassica juncea,24.36,74.22,2259,6.39,10.9,17.36
Brassica juncea,26.28,48.43,3584,6.4,14.09,0.09
Brassica juncea,19.81,54.28,776,6.55,14.05,1.28
Brassica juncea,23.33,55.58,637,7.48,13.26,0.89
Brassica juncea,19.08,73.31,1742,7.1,9.02,0.21
Brassica juncea,34.08,67.63,854,7.46,10.02,0.02
Brassica juncea,23.79,76.91,1183,6.6,9.11,3.79
Brassica juncea,20.08,79.48,3480,6.14,11.28,0.25
Brassica juncea,24.41,91.69,2149,6.77,11.57,6.91
Brassica juncea,18.28,69.15,717,7.68,13.7,0.18
Brassica juncea,21.67,71.94,2065,6.0,8.78,0.66
Brassica juncea,27.82,71.3,2420,6.52,10.93,10.94
Brassica juncea,25.84,51.72,2949,6.68,11.51,0.55
Brassica juncea,32.54,47.54,2176,6.19,12.65,0.07
Brassica juncea,16.18,74.21,2281,7.44,8.18,0.0
Brassica juncea,18.85,64.95,3335,7.06,8.07,0.0
Brassica juncea,20.38,52.23,2121,5.99,13.42,0.74
Brassica juncea,17.8,85.85,909,5.98,8.51,0.02
Brassica juncea,18.01,50.62,746,6.33,10.58,0.03
Brassica juncea,29.84,87.41,610,7.46,15.09,1.18
Brassica juncea,17.66,46.82,1670,6.71,8.28,0.0
Brassica juncea,25.47,80.05,348,7.13,15.02,12.33
Brassica juncea,15.49,68.16,2142,7.26,13.8,0.07
Brassica juncea,18.88,76.28,2576,5.52,13.89,0.52
Brassica juncea,32.65,41.37,902,6.78,13.56,0.01
Brassica juncea,32.97,91.45,1499,6.05,11.96,0.46
Brassica juncea,19.67,70.16,402,7.35,8.4,0.02
Brassica juncea,32.16,67.25,2063,7.23,16.0,1.03
Brassica juncea,20.72,49.95,1225,6.04,9.93,0.1
Brassica juncea,25.31,68.48,2914,5.9,9.32,0.53
Brassica juncea,25.91,76.83,1433,5.58,8.78,0.59
Brassica juncea,22.59,47.91,2972,6.53,9.14,0.02
Brassica juncea,16.14,72.94,2246,7.52,15.08,0.05
Brassica juncea,18.77,68.46,2295,7.52,15.13,0.42
Brassica juncea,15.6,83.42,3169,6.1,15.59,0.02
Brassica juncea,17.54,91.57,3207,7.06,10.09,0.01
Brassica juncea,23.05,64.71,2220,7.42,8.65,0.15
Brassica juncea,29.22,84.17,714,5.74,15.71,4.1
Brassica juncea,21.6,76.65,2978,6.32,8.54,0.17
Brassica juncea,17.25,43.72,204,7.75,13.68,0.0
Brassica juncea,20.0,66.57,1786,7.91,8.56,0.01
Brassica juncea,21.92,83.88,757,6.97,8.18,0.2
Brassica juncea,32.61,78.98,1827,6.7,15.29,3.84
Brassica juncea,23.39,82.27,1427,6.51,15.55,44.21
Brassica juncea,26.91,43.26,564,6.07,12.85,0.17
Brassica juncea,31.63,53.44,1807,6.27,13.25,0.94
Brassica juncea,15.51,68.12,1261,7.26,9.62,0.01
Brassica juncea,22.64,47.27,1276,5.88,8.35,0.01
Brassica juncea,31.22,90.44,1273,6.99,8.82,0.1
Brassica juncea,32.79,91.45,783,6.0,9.08,0.03
Brassica juncea,16.43,41.71,288,5.96,9.9,0.0
Brassica juncea,29.72,56.52,2638,6.19,12.7,1.63
Brassica juncea,20.71,56.79,2487,5.94,8.14,0.02
Brassica juncea,30.07,54.37,2093,6.84,11.85,1.26
Brassica juncea,22.34,92.28,1989,5.79,15.8,2.6
Brassica juncea,19.4,40.59,3406,7.88,12.29,0.0
Brassica juncea,15.24,64.53,593,6.39,8.46,0.0
Brassica juncea,29.1,88.5,2994,7.93,12.69,0.05
Brassica juncea,19.28,94.42,540,6.13,11.35,0.27
Brassica juncea,34.71,76.64,591,5.73,15.41,0.11
Brassica juncea,33.79,69.82,2881,6.02,14.56,0.26
Brassica juncea,27.4,54.53,1665,7.75,9.84,0.05
Brassica juncea,17.15,80.37,1948,7.19,8.91,0.02
Brassica juncea,15.37,44.56,3073,6.7,12.32,0.0
Brassica juncea,23.89,64.35,1947,7.1,15.62,14.84
Brassica juncea,17.65,59.04,2071,5.6,13.36,0.13
Brassica juncea,25.77,69.35,1406,6.8,14.04,70.05
Brassica juncea,21.92,44.35,537,7.93,15.24,0.0
Brassica juncea,15.15,91.82,1449,6.64,8.34,0.0
Brassica juncea,17.41,88.6,3532,7.0,15.11,0.02
Brassica juncea,15.72,90.06,611,7.74,11.45,0.0
Brassica juncea,30.24,42.28,1684,7.33,9.29,0.0
Brassica juncea,25.72,73.62,938,7.85,11.48,0.89
Brassica juncea,33.05,90.89,451,7.44,9.33,0.01
Brassica juncea,30.91,51.99,768,6.72,11.48,0.38
Brassica juncea,27.92,94.86,1815,6.0,14.56,5.42
Brassica juncea,26.36,73.88,1580,6.24,15.98,50.71
Brassica juncea,24.4,87.43,211,7.57,9.03,0.05
Brassica juncea,25.27,63.31,1287,7.48,10.6,1.67
Brassica juncea,22.01,40.43,2642,7.4,10.71,0.0
Brassica juncea,15.12,79.43,734,6.0,8.8,0.0
Brassica juncea,18.85,46.61,2836,6.84,11.93,0.02
Brassica juncea,21.21,47.07,1536,7.91,12.89,0.01
Brassica juncea,23.29,44.09,645,5.59,10.78,0.02
Brassica juncea,28.87,62.78,1517,7.48,15.96,2.33
Brassica juncea,18.74,72.39,3219,7.34,11.04,0.06
Brassica juncea,18.85,52.32,2792,6.4,12.92,0.15
Brassica juncea,22.81,58.43,2748,5.99,15.42,2.32
Brassica juncea,22.82,93.52,2724,7.78,9.22,0.01
Brassica juncea,24.12,89.74,2024,7.83,10.77,0.2
Brassica juncea,19.19,55.94,1262,7.12,9.2,0.04
Brassica juncea,33.71,61.87,2747,5.93,9.26,0.01
Brassica juncea,17.36,44.49,1230,5.6,13.28,0.0
Brassica juncea,24.32,93.38,470,5.75,13.61,2.37
Brassica juncea,32.59,71.37,2323,6.94,15.56,1.7
Brassica juncea,23.56,68.23,1991,7.63,13.15,3.8
Brassica juncea,26.88,54.82,1477,5.85,15.03,4.43
Brassica juncea,29.66,77.53,3320,7.26,13.78,0.87
Brassica juncea,26.29,73.91,2103,5.94,15.39,30.58
Brassica juncea,34.86,66.63,3154,6.71,15.7,0.04
Brassica juncea,16.78,88.04,2852,6.16,10.35,0.02
Brassica juncea,23.53,94.94,2162,5.87,14.08,3.55
Brassica juncea,20.26,82.71,1409,7.1,13.98,7.72
Brassica juncea,30.4,45.97,507,6.03,8.67,0.0
Brassica juncea,27.16,67.77,1026,7.02,13.69,31.62
Brassica juncea,34.41,80.03,2537,6.03,10.44,0.06
Brassica juncea,16.15,52.37,284,6.8,8.9,0.0
Brassica juncea,32.39,92.14,1903,8.0,11.64,0.01
Brassica juncea,16.17,92.92,705,6.73,14.11,0.09
Brassica juncea,33.83,62.64,488,7.63,10.63,0.01
Brassica juncea,15.86,93.41,2555,7.91,14.81,0.0
Brassica juncea,28.57,67.75,1799,5.66,9.65,0.97
Brassica juncea,29.66,46.58,1392,7.16,9.85,0.03
Brassica juncea,19.17,58.29,3593,5.7,14.18,0.02
Brassica juncea,28.38,55.46,2992,6.83,10.07,0.19
Brassica juncea,15.33,85.03,2615,7.26,12.56,0.02
Brassica juncea,27.7,71.56,484,7.1,13.72,15.36
Brassica juncea,29.89,80.25,1049,6.62,12.96,21.62
Brassica juncea,20.14,70.36,2122,6.77,13.47,11.19
Brassica juncea,28.54,45.7,1015,6.38,10.53,0.15
Brassica juncea,21.53,71.15,539,6.11,14.04,13.98
Brassica juncea,16.51,74.75,1515,7.25,10.88,0.11
Brassica juncea,29.19,65.71,319,6.43,12.66,8.09
Brassica juncea,23.52,44.88,2910,6.54,10.36,0.03
Brassica juncea,34.65,70.97,3086,7.04,15.13,0.06
Brassica juncea,20.31,53.86,3367,7.72,11.72,0.0
Brassica juncea,17.76,85.76,2152,7.24,11.23,0.18
Brassica juncea,31.77,83.94,1511,6.0,8.56,0.11
Brassica juncea,19.43,69.8,3494,7.51,9.93,0.01
Brassica juncea,22.59,77.64,3034,7.58,11.5,0.42
Brassica juncea,20.8,84.66,2178,6.07,11.28,3.56
Brassica juncea,19.02,46.28,983,7.47,14.32,0.02
Brassica juncea,16.24,81.87,1117,7.45,13.03,0.09
Brassica juncea,15.25,84.12,3560,6.9,14.6,0.0
Brassica juncea,31.79,80.87,3064,6.86,14.73,1.0
Brassica juncea,26.2,70.76,3046,7.43,9.83,0.28
Brassica juncea,19.51,57.74,2513,6.1,10.84,0.29
Brassica juncea,22.54,52.17,2739,6.92,14.39,0.94
Brassica juncea,29.01,92.73,202,6.93,11.79,1.06
Brassica juncea,22.81,56.74,372,6.03,8.03,0.03
Brassica juncea,22.17,62.84,1862,7.18,11.32,3.77
Brassica juncea,30.53,62.57,2139,5.6,13.75,1.64
Brassica juncea,23.15,52.89,1233,5.62,14.82,1.17
Brassica juncea,32.35,79.12,338,6.37,15.38,1.8
Brassica juncea,18.85,47.41,3349,6.46,8.45,0.0
Brassica juncea,20.47,73.59,230,7.34,12.33,1.19
Brassica juncea,32.02,72.01,2126,7.49,8.89,0.04
Brassica juncea,31.95,74.95,1861,6.47,14.33,8.78
Brassica juncea,29.26,59.57,3197,5.63,13.85,0.32
Brassica juncea,31.57,41.37,1141,7.95,8.98,0.0
Brassica juncea,20.83,91.07,2839,7.43,9.33,0.02
Brassica juncea,21.37,77.86,1296,7.06,12.28,13.17
Brassica juncea,15.07,94.58,3008,7.44,9.31,0.0
Brassica juncea,34.36,56.65,303,8.0,13.83,0.0
Brassica juncea,30.92,75.01,939,6.26,8.84,0.49
Brassica juncea,31.27,85.08,2252,7.87,10.68,0.04
Brassica juncea,17.95,67.34,3315,5.64,9.64,0.01
Brassica juncea,28.4,57.31,3035,7.85,10.39,0.01
Brassica juncea,16.34,88.69,1158,6.01,8.91,0.01
Brassica juncea,30.52,93.72,3422,5.59,11.99,0.03
Brassica juncea,21.75,53.85,2539,6.6,15.7,1.44
Brassica juncea,20.78,76.57,2796,6.2,12.52,4.89
Brassica juncea,27.4,42.01,3182,6.42,12.61,0.03
Brassica juncea,30.78,92.28,1702,5.79,13.18,1.55
Brassica juncea,27.76,85.52,1743,7.58,12.18,2.64
Brassica juncea,28.46,41.61,3139,6.87,8.45,0.0
Brassica juncea,20.98,52.15,2422,7.49,13.19,0.16
Brassica juncea,26.83,73.53,1589,5.92,9.85,5.35
Brassica juncea,18.15,62.0,885,5.99,9.58,0.08
Brassica juncea,23.08,93.77,1788,6.38,8.74,0.35
Brassica juncea,22.76,82.76,1564,5.51,12.78,5.63
Brassica juncea,19.02,41.49,3503,6.95,9.15,0.0
Brassica juncea,29.76,92.99,2370,6.97,12.27,1.78
Brassica juncea,30.99,50.01,931,7.28,12.62,0.15
Brassica juncea,28.07,80.77,2596,6.77,12.19,13.11
Brassica juncea,15.82,90.62,2768,6.85,11.11,0.01
Brassica juncea,34.9,87.79,477,6.32,12.11,0.09
Brassica juncea,16.08,40.96,3482,6.99,10.79,0.0
Brassica juncea,15.27,45.84,3353,7.96,9.15,0.0
Brassica juncea,20.06,89.6,1097,6.23,9.7,0.5
Brassica juncea,17.55,63.1,2751,7.23,15.08,0.13
Brassica juncea,32.32,61.47,2764,7.89,13.65,0.02
Brassica juncea,28.34,65.48,2638,6.18,10.47,2.52
Brassica juncea,20.02,64.44,2826,7.04,12.8,1.27
Brassica juncea,29.51,59.22,577,7.05,13.02,2.91
Brassica juncea,24.87,52.53,1000,5.68,10.73,0.44
Brassica juncea,20.44,65.06,1429,6.61,15.31,11.56
Brassica juncea,17.36,59.29,600,7.42,8.09,0.0
Brassica juncea,34.15,66.1,803,6.13,9.28,0.03
Brassica juncea,27.68,40.13,1499,5.98,9.17,0.01
Brassica juncea,25.22,71.73,1620,5.57,10.55,3.72
Brassica juncea,29.22,50.97,2666,7.15,9.72,0.04
Brassica juncea,15.65,80.67,1579,7.06,15.71,0.14
Brassica juncea,15.29,58.9,1499,5.99,12.92,0.04
Brassica juncea,27.01,82.08,1963,7.78,10.19,0.35
Brassica juncea,32.57,59.29,1194,5.99,15.38,0.79
Brassica juncea,34.77,61.1,3465,6.27,12.79,0.01
Brassica juncea,33.98,78.99,2851,7.93,9.56,0.0
Brassica juncea,32.36,89.11,1184,5.8,15.01,0.83
Brassica juncea,27.42,49.89,953,7.13,14.44,1.21
Brassica juncea,22.89,65.52,3122,6.74,12.77,4.12
Brassica juncea,18.95,50.71,1860,6.06,15.48,0.22
Brassica juncea,15.23,41.48,2346,5.81,12.84,0.0
Brassica juncea,25.09,53.39,547,6.92,13.9,3.3
Brassica juncea,28.66,51.8,2911,7.51,8.24,0.0
Brassica juncea,31.92,82.94,2080,7.26,14.54,1.75
Brassica juncea,16.26,49.41,3575,7.73,10.75,0.0
Brassica juncea,23.08,62.26,3184,6.5,15.84,2.29
Brassica juncea,16.2,51.1,1578,5.82,13.01,0.02
Brassica juncea,26.85,83.47,1692,7.01,14.46,35.79
Brassica juncea,22.33,60.71,2349,7.1,9.95,0.74
Brassica juncea,24.05,62.73,2089,7.57,8.06,0.04
Brassica juncea,28.96,55.28,520,7.09,14.12,1.74
Brassica juncea,20.17,66.79,443,7.84,14.54,0.17
Brassica juncea,17.33,45.99,3404,7.35,14.07,0.0
Brassica juncea,19.63,84.95,3036,7.37,8.19,0.0
Brassica juncea,23.71,73.81,1371,6.95,11.14,19.75
Brassica juncea,20.49,48.19,558,6.98,14.68,0.2
Brassica juncea,26.39,79.45,3310,5.95,9.57,0.31
Brassica juncea,27.73,40.9,1234,7.88,11.43,0.0
Brassica juncea,15.44,42.15,2690,7.59,11.41,0.0
Brassica juncea,16.36,53.35,633,5.81,11.07,0.01
Brassica juncea,18.46,76.24,3122,6.65,14.11,0.77
Brassica juncea,25.56,83.67,1784,5.58,12.25,7.95
Brassica juncea,26.4,61.01,695,5.82,10.77,2.31
Brassica juncea,25.21,65.4,1665,6.93,10.37,8.24
Brassica juncea,27.38,44.4,220,7.93,14.31,0.0
Brassica juncea,33.35,41.56,2243,6.1,13.96,0.01
Brassica juncea,25.1,82.49,1396,6.42,9.23,4.28
Brassica juncea,22.58,80.02,3595,7.66,12.5,0.09
