Species,Temperature (°C),Soil Moisture (%),Altitude (m),Soil pH,Light Hours,Germination Rate (%)
Oryza sativa,32.37,93.99,902,5.16,10.38,0.2
Oryza sativa,21.56,64.33,1135,5.71,11.68,0.03
Oryza sativa,25.51,60.01,609,5.18,10.81,0.0
Oryza sativa,29.38,75.13,1192,6.49,11.71,2.46
Oryza sativa,31.37,65.92,64,6.27,12.54,0.28
Oryza sativa,37.94,99.6,607,6.57,10.12,0.12
Oryza sativa,20.99,86.26,532,6.6,13.51,5.54
Oryza sativa,25.77,77.76,557,6.59,11.86,17.82
Oryza sativa,34.84,72.34,362,7.13,13.1,0.04
Oryza sativa,34.23,61.03,522,5.44,13.13,0.0
Oryza sativa,29.23,61.22,1391,7.4,13.49,0.0
Oryza sativa,36.21,91.99,1186,6.23,11.06,1.01
Oryza sativa,22.23,75.34,1383,5.8,12.19,0.48
Oryza sativa,29.5,82.91,484,6.09,13.7,12.64
Oryza sativa,37.66,87.18,1209,7.26,11.62,0.02
Oryza sativa,25.14,95.13,119,6.29,11.73,43.74
Oryza sativa,22.08,81.65,18,6.86,11.75,3.33
Oryza sativa,28.61,85.12,322,5.7,11.17,22.48
Oryza sativa,33.43,93.89,1470,5.97,12.61,0.9
Oryza sativa,34.42,79.39,380,6.43,10.93,3.37
Oryza sativa,32.18,74.5,69,6.11,13.22,1.71
Oryza sativa,24.61,69.85,1101,5.91,13.39,0.33
Oryza sativa,27.8,65.54,1480,7.33,12.98,0.0
Oryza sativa,25.78,92.23,1152,5.51,13.92,0.87
Oryza sativa,29.21,86.62,218,5.98,12.66,42.15
Oryza sativa,35.06,87.44,223,5.5,10.97,1.27
Oryza sativa,27.36,86.35,400,7.27,11.47,2.15
Oryza sativa,33.68,94.8,1019,6.24,13.29,3.85
Oryza sativa,20.84,89.55,1157,5.01,12.73,0.07
Oryza sativa,32.75,73.4,594,5.63,10.98,0.86
Oryza sativa,24.54,92.3,80,6.43,12.31,36.83
Oryza sativa,36.45,84.42,1101,6.27,13.34,0.62
Oryza sativa,24.7,89.15,1017,6.42,12.11,31.13
Oryza sativa,25.68,91.65,1407,7.07,12.34,0.64
Oryza sativa,30.94,92.92,1427,5.4,12.47,0.47
Oryza sativa,26.99,65.35,1442,6.93,11.3,0.01
Oryza sativa,24.27,75.83,1336,6.75,11.92,0.73
Oryza sativa,28.14,70.23,1103,7.19,12.22,0.07
Oryza sativa,37.66,68.81,1144,5.49,13.45,0.0
Oryza sativa,31.9,82.31,526,5.24,13.72,0.37
Oryza sativa,32.45,84.77,1281,5.48,13.09,0.53
Oryza sativa,24.58,91.18,1023,5.41,13.95,0.76
Oryza sativa,26.49,92.95,705,6.05,10.64,30.07
Oryza sativa,28.68,88.33,1386,5.08,13.77,0.03
Oryza sativa,25.23,61.31,208,6.26,11.74,0.11
Oryza sativa,35.51,64.62,1370,5.81,10.16,0.0
Oryza sativa,25.88,87.51,603,7.09,10.02,1.06
Oryza sativa,25.5,70.95,193,6.62,10.26,0.51
Oryza sativa,35.69,94.43,733,5.76,13.92,0.59
Oryza sativa,33.12,80.16,724,6.66,12.09,6.35
Oryza sativa,20.69,72.57,132,5.98,11.71,1.45
Oryza sativa,27.26,67.71,714,7.26,10.74,0.02
Oryza sativa,20.96,71.76,915,5.11,13.9,0.01
Oryza sativa,29.74,67.13,1469,5.0,11.39,0.0
Oryza sativa,28.2,63.68,821,6.08,11.73,0.28
Oryza sativa,21.98,89.04,209,5.61,11.52,10.54
Oryza sativa,36.42,78.22,442,5.6,11.93,0.67
Oryza sativa,22.52,86.46,737,5.93,11.95,32.31
Oryza sativa,35.59,79.05,195,5.01,12.78,0.03
Oryza sativa,22.81,79.04,168,7.02,12.44,1.74
Oryza sativa,27.34,81.62,186,6.05,12.65,31.93
Oryza sativa,26.37,60.96,440,5.26,11.59,0.01
Oryza sativa,34.6,61.99,241,7.39,10.97,0.0
Oryza sativa,28.97,61.6,59,5.26,10.59,0.0
Oryza sativa,33.67,67.68,1486,7.01,11.94,0.0
Oryza sativa,27.8,61.16,76,5.63,13.64,0.01
Oryza sativa,21.95,93.68,776,5.65,13.0,7.42
Oryza sativa,26.82,99.1,84,6.1,11.73,28.45
Oryza sativa,37.38,69.73,736,5.52,11.97,0.03
Oryza sativa,35.77,75.58,834,5.82,13.06,0.45
Oryza sativa,21.05,69.21,607,7.3,11.14,0.02
Oryza sativa,22.6,94.16,809,7.0,10.89,2.55
Oryza sativa,35.32,92.02,478,7.02,13.97,0.2
Oryza sativa,34.86,86.24,1437,6.25,13.56,0.24
Oryza sativa,24.4,86.28,751,7.01,12.03,7.59
Oryza sativa,30.14,72.33,75,6.9,13.44,0.28
Oryza sativa,29.51,65.28,720,5.15,10.04,0.0
Oryza sativa,31.94,63.98,9,5.25,13.89,0.0
Oryza sativa,25.93,96.51,822,5.77,10.68,11.58
Oryza sativa,25.96,82.68,180,5.66,10.18,3.52
Oryza sativa,34.02,93.02,416,6.19,10.32,4.76
Oryza sativa,31.42,99.42,787,7.18,11.21,0.78
Oryza sativa,21.82,93.6,280,6.6,13.1,11.13
Oryza sativa,36.98,79.19,1400,7.47,13.33,0.0
Oryza sativa,29.84,91.67,1209,5.89,11.86,11.46
Oryza sativa,24.36,70.68,1461,6.87,10.63,0.02
Oryza sativa,26.2,79.69,44,6.48,10.91,9.75
Oryza sativa,34.95,72.97,953,7.46,12.74,0.0
Oryza sativa,23.2,90.04,641,5.01,13.08,0.42
Oryza sativa,37.48,61.91,651,5.75,12.68,0.0
Oryza sativa,36.54,64.48,870,6.51,10.29,0.0
Oryza sativa,31.86,68.6,847,6.47,10.12,0.12
Oryza sativa,35.17,84.59,201,7.2,11.86,0.33
Oryza sativa,37.04,73.85,240,5.09,11.75,0.01
Oryza sativa,26.41,99.35,537,5.8,11.26,23.08
Oryza sativa,24.98,89.6,184,6.48,13.17,25.3
Oryza sativa,27.07,66.7,46,6.09,11.02,0.45
Oryza sativa,20.34,90.22,1237,5.11,12.61,0.09
Oryza sativa,21.12,98.93,627,5.79,13.73,2.28
Oryza sativa,32.63,80.99,389,6.64,13.76,2.21
Oryza sativa,33.2,67.68,510,7.47,13.83,0.0
Oryza sativa,23.21,61.75,298,7.31,11.44,0.0
Oryza sativa,36.57,85.51,448,5.18,11.16,0.13
Oryza sativa,30.39,82.83,610,6.77,12.13,16.2
Oryza sativa,23.2,79.67,1142,5.61,10.33,0.63
Oryza sativa,31.23,82.22,872,7.43,10.28,0.05
Oryza sativa,27.64,90.7,780,5.11,13.22,0.87
Oryza sativa,35.36,85.94,1273,6.55,12.86,0.71
Oryza sativa,22.89,75.03,1484,6.0,11.59,0.41
Oryza sativa,35.26,93.7,190,5.93,11.51,5.62
Oryza sativa,30.93,94.91,1209,5.43,12.63,1.34
Oryza sativa,28.58,92.51,662,6.46,11.48,57.69
Oryza sativa,33.6,81.46,294,6.72,13.34,2.2
Oryza sativa,26.41,60.26,972,6.74,12.66,0.02
Oryza sativa,24.94,95.88,1214,5.62,12.65,3.86
Oryza sativa,33.78,98.8,404,6.27,10.64,4.95
Oryza sativa,33.65,92.89,1174,5.99,10.96,2.88
Oryza sativa,28.77,64.86,458,5.02,10.12,0.0
Oryza sativa,32.7,68.06,1313,5.99,10.87,0.05
Oryza sativa,26.69,90.45,1487,7.21,13.46,0.07
Oryza sativa,32.24,93.19,180,6.12,13.78,5.72
Oryza sativa,29.03,63.3,1426,5.68,10.88,0.01
Oryza sativa,25.88,72.42,1072,7.36,12.89,0.03
Oryza sativa,27.84,74.11,48,5.86,12.19,4.88
Oryza sativa,37.27,72.87,154,5.29,10.13,0.0
Oryza sativa,20.74,84.11,1129,6.5,13.87,0.86
Oryza sativa,21.84,85.59,1309,6.53,10.46,1.06
Oryza sativa,32.53,69.82,401,6.83,10.58,0.17
Oryza sativa,22.41,86.87,746,5.09,13.6,0.23
Oryza sativa,34.27,82.62,351,6.22,13.4,4.35
Oryza sativa,35.71,72.35,505,6.63,12.33,0.44
Oryza sativa,26.74,61.56,640,5.82,13.08,0.06
Oryza sativa,30.34,64.88,686,5.14,11.12,0.01
Oryza sativa,33.26,66.28,404,7.23,11.66,0.01
Oryza sativa,24.25,69.67,368,6.76,12.63,0.9
Oryza sativa,28.16,78.31,1154,6.07,11.4,6.83
Oryza sativa,28.08,65.53,1297,6.49,13.37,0.04
Oryza sativa,22.22,87.1,187,6.29,10.46,10.03
Oryza sativa,25.01,88.03,714,5.75,12.85,27.81
Oryza sativa,26.31,68.56,628,5.89,10.52,0.64
Oryza sativa,24.81,81.51,273,5.22,10.3,0.48
Oryza sativa,26.36,68.97,1484,7.11,11.65,0.01
Oryza sativa,24.06,89.99,538,6.12,11.03,46.42
Oryza sativa,36.26,87.09,294,5.3,10.61,0.17
Oryza sativa,31.23,60.7,953,5.29,12.73,0.0
Oryza sativa,37.76,88.86,556,6.87,13.79,0.13
Oryza sativa,31.59,89.45,180,5.6,10.95,7.13
Oryza sativa,31.82,62.57,1357,7.36,11.61,0.0
Oryza sativa,27.19,76.34,502,7.03,12.21,2.66
Oryza sativa,32.48,62.93,624,5.35,12.06,0.01
Oryza sativa,21.97,69.74,1134,7.46,12.57,0.0
Oryza sativa,34.25,67.7,417,5.11,13.16,0.0
Oryza sativa,36.43,80.67,859,7.27,10.32,0.01
Oryza sativa,35.57,97.34,162,6.97,13.81,0.14
Oryza sativa,23.22,79.58,553,5.26,13.07,0.96
Oryza sativa,20.93,65.39,1325,6.21,10.03,0.0
Oryza sativa,31.51,93.52,475,5.87,10.02,4.83
Oryza sativa,34.71,93.47,898,6.17,10.78,4.12
Oryza sativa,31.56,74.03,13,6.34,13.01,1.91
Oryza sativa,37.24,74.72,642,6.44,12.22,0.46
Oryza sativa,21.75,98.98,1328,7.24,10.98,0.05
Oryza sativa,29.45,96.39,66,6.62,11.3,15.2
Oryza sativa,28.33,89.18,879,5.83,13.72,8.95
Oryza sativa,20.65,66.41,1311,6.62,13.4,0.01
Oryza sativa,29.13,74.44,138,5.24,11.72,0.48
Oryza sativa,31.01,72.2,435,7.24,12.95,0.11
Oryza sativa,30.64,99.97,272,5.08,10.87,0.27
Oryza sativa,21.47,93.17,505,5.14,11.82,1.07
Oryza sativa,26.71,61.78,834,5.49,11.4,0.02
Oryza sativa,25.08,75.27,928,6.2,10.32,2.27
Oryza sativa,31.17,89.76,356,7.44,10.37,0.12
Oryza sativa,35.66,66.19,14,5.98,12.4,0.04
Oryza sativa,24.32,69.82,426,6.71,13.23,0.67
Oryza sativa,28.62,64.99,1167,6.06,11.84,0.16
Oryza sativa,34.76,77.62,995,6.24,10.3,0.5
Oryza sativa,22.78,95.61,669,6.34,12.46,34.64
Oryza sativa,21.79,67.8,244,5.45,10.96,0.07
Oryza sativa,34.41,78.79,970,7.44,12.53,0.02
Oryza sativa,36.79,82.75,488,5.98,10.0,0.39
Oryza sativa,25.72,60.98,1391,7.44,13.92,0.0
Oryza sativa,21.98,93.23,1482,5.38,13.84,0.05
Oryza sativa,29.87,76.39,358,5.08,10.32,0.08
Oryza sativa,35.41,87.39,894,5.75,12.44,3.06
Oryza sativa,24.93,77.7,623,5.34,12.27,2.44
Oryza sativa,26.52,86.68,858,5.48,12.47,10.81
Oryza sativa,24.49,81.81,1446,6.25,11.9,2.92
Oryza sativa,34.26,99.67,1343,6.18,11.32,0.8
Oryza sativa,22.92,68.91,701,6.58,11.88,1.01
Oryza sativa,30.33,88.56,65,6.27,10.1,6.23
Oryza sativa,34.65,68.07,1375,6.63,10.75,0.01
Oryza sativa,23.12,87.81,1116,6.51,12.71,10.5
Oryza sativa,31.36,77.88,750,7.37,11.04,0.13
Oryza sativa,29.43,64.8,414,5.44,13.77,0.02
Oryza sativa,35.29,81.97,327,6.13,11.11,4.27
Oryza sativa,37.84,63.85,1258,6.67,13.1,0.0
Oryza sativa,26.79,87.5,498,6.48,13.28,32.89
Oryza sativa,26.85,83.65,731,6.21,11.32,48.88
Oryza sativa,26.43,94.72,841,5.74,13.11,15.84
Oryza sativa,33.65,93.05,1123,7.15,13.97,0.06
Oryza sativa,34.46,76.74,357,6.91,13.56,0.26
Oryza sativa,22.42,86.62,394,7.0,13.25,2.85
Oryza sativa,35.69,88.54,1194,6.99,10.48,0.09
Oryza sativa,22.0,82.64,1021,7.15,11.3,0.61
Oryza sativa,28.78,98.25,1445,5.51,12.06,0.75
Oryza sativa,31.81,68.98,215,5.22,13.01,0.04
Oryza sativa,33.46,65.45,1004,6.69,10.59,0.02
Oryza sativa,21.07,75.2,299,5.95,13.7,1.02
Oryza sativa,34.39,96.32,229,6.36,11.25,7.32
Oryza sativa,35.77,76.74,321,6.97,13.2,0.15
Oryza sativa,28.14,92.9,572,5.41,10.54,4.39
Oryza sativa,36.14,92.26,792,5.11,10.59,0.05
Oryza sativa,27.4,60.96,1363,7.39,11.54,0.0
Oryza sativa,28.89,71.58,1425,5.65,13.69,0.04
Oryza sativa,22.21,78.03,795,7.14,12.03,0.78
Oryza sativa,33.98,90.23,854,6.26,10.77,6.85
Oryza sativa,23.88,71.76,482,6.68,10.35,0.68
Oryza sativa,34.7,61.49,706,5.47,11.7,0.0
Oryza sativa,22.45,68.64,1460,5.87,13.46,0.02
Oryza sativa,31.7,69.53,93,6.11,12.18,1.08
Oryza sativa,27.11,97.66,1144,5.18,13.54,0.2
Oryza sativa,33.16,68.53,931,6.88,11.51,0.1
Oryza sativa,30.59,72.93,1101,6.24,10.71,0.96
Oryza sativa,24.36,80.94,1050,7.03,14.0,0.26
Oryza sativa,22.37,76.55,1402,7.34,10.2,0.0
Oryza sativa,24.0,70.88,329,7.08,11.54,0.31
Oryza sativa,24.18,64.91,935,6.38,12.88,0.19
Oryza sativa,33.93,79.14,90,6.03,12.33,4.53
Oryza sativa,24.36,83.18,1304,6.3,10.25,1.54
Oryza sativa,34.39,74.42,559,7.13,11.91,0.18
Oryza sativa,33.14,61.25,672,5.72,13.03,0.01
Oryza sativa,21.19,90.8,717,7.39,10.15,0.06
Oryza sativa,36.09,77.03,702,6.2,12.72,1.38
Oryza sativa,37.53,78.06,274,7.4,12.68,0.01
Oryza sativa,37.49,95.66,1234,5.97,12.35,0.37
Oryza sativa,20.39,97.97,1136,6.64,11.43,2.02
Oryza sativa,26.34,65.04,782,5.07,13.32,0.0
Oryza sativa,32.88,93.78,1210,6.11,11.6,5.65
Oryza sativa,37.02,98.34,912,6.46,12.55,1.03
Oryza sativa,31.42,86.74,333,6.67,10.48,7.3
Oryza sativa,27.72,94.61,175,6.86,11.38,12.92
Oryza sativa,34.24,97.98,1181,5.79,12.19,1.59
Oryza sativa,36.67,94.47,609,6.04,12.34,3.86
Oryza sativa,28.63,71.38,442,6.63,10.01,0.47
Oryza sativa,22.96,96.58,564,6.21,12.03,42.26
Oryza sativa,36.1,89.21,5,7.43,12.82,0.02
Oryza sativa,21.15,60.42,14,6.38,10.89,0.01
Oryza sativa,27.51,72.51,638,7.18,10.44,0.13
Oryza sativa,35.55,97.86,236,5.58,13.63,0.4
Oryza sativa,24.43,93.66,97,5.89,13.18,16.19
Oryza sativa,26.69,70.89,1001,5.39,10.81,0.17
Oryza sativa,29.75,97.95,1328,5.93,13.0,2.73
Oryza sativa,36.61,83.27,426,6.39,12.19,3.4
Oryza sativa,22.2,72.16,1139,5.8,13.77,0.14
Oryza sativa,20.87,76.06,1057,6.26,12.74,1.92
Oryza sativa,28.45,83.93,745,7.13,11.99,3.83
Oryza sativa,22.03,94.69,674,6.99,12.37,4.6
Oryza sativa,32.3,77.48,221,7.1,11.18,0.56
Oryza sativa,33.97,94.4,1192,6.86,11.71,1.01
Oryza sativa,29.6,92.73,1069,5.84,12.17,18.16
Oryza sativa,32.93,80.29,216,5.19,10.36,0.13
Oryza sativa,25.7,83.98,570,7.38,11.79,0.86
Oryza sativa,37.44,90.54,594,6.47,12.06,2.55
Oryza sativa,28.42,80.19,5,6.41,10.9,9.72
Oryza sativa,24.7,96.55,1319,5.49,11.19,1.09
Oryza sativa,31.54,83.48,440,5.76,11.17,14.36
Oryza sativa,27.85,80.44,526,5.23,11.97,2.45
Oryza sativa,30.16,73.45,128,7.29,11.7,0.13
Oryza sativa,36.7,84.21,271,7.46,13.91,0.0
Oryza sativa,20.73,92.77,883,5.56,12.2,4.82
Oryza sativa,30.55,96.18,801,5.16,12.65,1.01
Oryza sativa,34.42,67.81,249,6.08,11.82,0.29
Oryza sativa,27.27,68.4,345,7.31,10.96,0.03
Oryza sativa,30.9,60.4,1288,7.34,10.91,0.0
Oryza sativa,36.3,84.35,842,6.68,13.43,0.63
Oryza sativa,20.0,96.35,1143,5.13,13.98,0.02
Oryza sativa,26.62,65.74,305,5.81,10.41,0.16
Oryza sativa,28.65,72.18,222,7.41,11.64,0.06
Oryza sativa,23.03,82.4,714,5.39,12.48,3.89
Oryza sativa,26.44,84.26,44,6.32,11.74,36.99
Oryza sativa,26.79,88.61,1252,6.51,12.96,7.85
Oryza sativa,25.45,74.11,1392,6.95,13.3,0.08
Oryza sativa,26.9,87.05,73,5.77,12.84,20.74
Oryza sativa,31.25,84.83,236,6.96,13.12,3.2
Oryza sativa,31.79,69.75,696,6.07,10.45,0.5
Oryza sativa,35.89,86.85,333,7.32,12.2,0.14
Oryza sativa,34.49,97.65,353,6.36,10.93,5.34
Oryza sativa,32.9,88.24,138,7.24,10.97,0.44
Oryza sativa,31.93,96.86,985,6.44,12.15,12.87
Oryza sativa,27.69,85.41,10,6.27,10.61,14.67
Oryza sativa,27.47,65.22,1076,5.26,10.91,0.01
Oryza sativa,26.94,95.13,1090,5.84,12.16,18.2
Oryza sativa,29.65,67.96,1238,6.65,10.71,0.08
Oryza sativa,34.46,94.21,1388,5.53,12.5,0.28
Oryza sativa,33.45,68.29,1098,6.44,12.33,0.18
Oryza sativa,24.31,81.16,244,6.87,10.93,4.96
Oryza sativa,23.57,85.77,358,6.69,13.64,6.82
Oryza sativa,30.03,87.41,328,5.74,13.97,4.91
Oryza sativa,31.23,63.64,750,6.81,11.83,0.06
Oryza sativa,33.68,64.36,1156,6.48,13.6,0.01
Oryza sativa,30.96,61.29,466,6.54,13.11,0.04
Oryza sativa,20.26,75.33,605,6.36,10.51,1.32
Oryza sativa,21.1,71.23,373,6.44,12.07,1.71
Oryza sativa,30.07,73.79,270,5.74,10.43,1.21
Oryza sativa,37.54,84.77,50,5.07,12.9,0.02
Oryza sativa,36.1,81.26,1359,6.82,11.59,0.11
Oryza sativa,21.49,99.23,1022,5.86,11.01,3.63
Oryza sativa,29.32,93.16,730,6.75,12.48,23.17
Oryza sativa,31.67,95.34,1060,7.16,11.61,0.81
Oryza sativa,32.38,93.23,89,5.14,10.28,0.15
Oryza sativa,32.04,84.56,858,5.56,10.45,1.98
Oryza sativa,31.31,73.07,769,5.61,12.87,1.1
Oryza sativa,24.28,78.94,1223,6.51,13.45,1.55
Oryza sativa,22.51,66.77,565,5.87,11.0,0.33
Oryza sativa,21.24,87.17,471,5.62,11.86,11.62
Oryza sativa,25.57,66.57,254,6.61,13.12,0.34
Oryza sativa,37.15,92.34,73,7.16,12.07,0.12
Oryza sativa,34.25,61.9,526,7.09,13.34,0.0
Oryza sativa,24.62,60.07,926,6.69,11.11,0.01
Oryza sativa,22.75,73.64,1258,5.64,11.51,0.39
Oryza sativa,34.45,93.77,101,6.45,12.96,4.98
Oryza sativa,37.27,90.44,487,5.19,11.18,0.11
Oryza sativa,21.7,79.5,261,6.38,12.4,12.21
Oryza sativa,33.13,84.07,774,6.91,10.37,1.0
Oryza sativa,28.04,95.48,22,7.28,11.42,0.81
Oryza sativa,27.61,73.52,754,5.92,11.25,5.77
Oryza sativa,26.3,95.92,28,5.57,11.09,7.28
Oryza sativa,33.01,77.32,358,5.9,11.98,6.57
Oryza sativa,25.15,77.14,905,5.02,12.77,0.15
Oryza sativa,26.61,78.78,1364,5.11,13.15,0.05
Oryza sativa,34.51,74.58,994,5.93,11.59,0.92
Oryza sativa,26.16,79.73,1245,6.14,11.72,7.18
Oryza sativa,33.95,95.57,795,5.76,11.98,7.27
Oryza sativa,34.38,76.58,1064,5.8,11.09,0.66
Oryza sativa,21.99,90.51,375,7.16,11.07,1.58
Oryza sativa,27.89,89.24,1191,5.54,13.12,2.96
Oryza sativa,31.75,84.73,1379,5.45,13.38,0.24
Oryza sativa,25.74,89.72,13,7.16,11.52,2.33
Oryza sativa,21.25,94.01,362,5.51,12.85,4.59
Oryza sativa,25.25,97.5,1233,5.99,11.1,6.35
Oryza sativa,31.54,85.57,1340,6.89,11.54,1.01
Oryza sativa,30.56,63.91,1329,5.96,13.95,0.0
Oryza sativa,26.73,78.56,703,6.0,10.14,4.97
Oryza sativa,21.79,88.64,786,6.15,11.0,19.61
Oryza sativa,31.5,94.91,946,6.65,11.68,11.91
Oryza sativa,31.07,73.3,1250,5.44,13.28,0.09
Oryza sativa,34.0,82.6,1387,6.11,11.9,1.16
Oryza sativa,23.33,75.18,746,6.69,10.22,0.95
Oryza sativa,36.58,74.48,1273,6.93,12.21,0.02
Oryza sativa,25.44,71.86,369,5.2,11.2,0.21
Oryza sativa,24.3,93.42,4,5.48,10.21,1.32
Oryza sativa,35.98,62.1,1269,5.88,10.32,0.0
Oryza sativa,28.51,72.78,439,5.54,12.31,2.21
Oryza sativa,34.28,65.83,1346,6.21,10.38,0.01
Oryza sativa,34.43,86.54,1102,6.93,10.65,0.39
Oryza sativa,26.71,85.07,771,5.75,10.78,16.54
Oryza sativa,24.15,63.1,607,5.64,13.37,0.04
Oryza sativa,20.12,98.8,184,7.24,12.39,0.28
Oryza sativa,37.32,80.43,675,5.76,11.98,0.86
Oryza sativa,37.32,62.38,945,5.52,13.67,0.0
Oryza sativa,36.46,91.4,1224,5.13,10.39,0.01
Oryza sativa,27.88,82.46,1137,6.72,12.41,6.84
Oryza sativa,23.19,94.08,966,5.75,11.2,10.95
Oryza sativa,24.31,66.18,1270,5.06,10.26,0.0
Oryza sativa,27.6,61.93,1412,6.95,13.1,0.0
Oryza sativa,27.95,74.99,763,7.42,12.97,0.08
Oryza sativa,36.62,99.44,1439,5.27,10.69,0.01
Oryza sativa,33.54,95.72,1361,5.25,12.12,0.12
Oryza sativa,22.66,86.38,357,6.92,11.88,9.29
Oryza sativa,22.01,63.07,656,6.93,12.28,0.03
Oryza sativa,24.4,98.33,539,5.88,12.29,32.42
Oryza sativa,35.59,63.84,1300,5.5,10.33,0.0
Oryza sativa,25.64,81.77,1464,5.57,11.42,0.73
Oryza sativa,25.67,99.09,1458,5.6,11.08,0.6
Oryza sativa,31.71,91.19,1327,6.27,13.32,2.39
Oryza sativa,21.11,63.84,397,6.8,11.52,0.05
Oryza sativa,29.6,85.64,733,5.46,13.14,5.53
Oryza sativa,20.53,63.25,1202,5.58,13.32,0.0
Oryza sativa,29.15,67.39,1171,6.14,10.35,0.1
Oryza sativa,32.27,87.64,1440,7.37,12.0,0.04
Oryza sativa,30.03,74.55,1270,6.42,10.63,0.61
Oryza sativa,22.23,88.54,222,7.25,12.78,0.91
Oryza sativa,25.22,97.92,742,6.38,13.79,8.43
Oryza sativa,30.38,75.6,612,5.17,10.14,0.08
Oryza sativa,22.06,73.85,1486,5.5,12.17,0.06
Oryza sativa,20.84,82.84,1031,6.53,11.07,3.9
Oryza sativa,27.41,81.17,233,6.32,11.4,34.4
Oryza sativa,28.36,72.13,97,5.87,13.61,0.9
Oryza sativa,21.48,87.63,878,6.73,11.59,9.11
Oryza sativa,37.56,91.48,420,6.23,12.22,2.87
Oryza sativa,30.75,91.53,1250,5.92,10.12,1.46
Oryza sativa,26.46,73.62,703,5.67,13.02,2.6
Oryza sativa,23.12,96.85,789,5.42,10.91,2.71
Oryza sativa,28.73,74.66,602,5.06,13.58,0.07
Oryza sativa,35.6,97.23,315,6.9,13.54,0.39
Oryza sativa,31.01,74.81,296,5.42,10.59,0.48
Oryza sativa,32.19,62.62,182,5.6,11.83,0.03
Oryza sativa,31.29,84.09,226,5.81,11.15,14.6
Oryza sativa,30.07,61.63,369,5.81,11.36,0.07
Oryza sativa,33.04,90.37,859,5.55,12.28,5.46
Oryza sativa,37.17,77.14,476,7.03,11.29,0.1
Oryza sativa,23.42,66.14,1004,5.0,12.28,0.0
Oryza sativa,36.45,64.77,209,6.31,10.56,0.01
Oryza sativa,25.41,88.17,926,7.37,13.33,0.3
Oryza sativa,37.01,98.84,1313,6.14,12.59,0.25
Oryza sativa,32.83,76.44,847,5.83,12.32,3.45
Oryza sativa,25.89,87.39,266,6.71,11.24,25.9
Oryza sativa,32.92,70.5,1415,7.21,10.3,0.0
Oryza sativa,37.45,96.16,1058,6.72,13.0,0.24
Oryza sativa,21.93,82.29,1496,7.19,10.4,0.02
Oryza sativa,31.15,83.41,410,7.41,11.58,0.38
Oryza sativa,28.46,74.52,718,5.3,11.91,0.99
Oryza sativa,36.97,75.83,322,6.24,11.52,0.75
Oryza sativa,22.38,83.54,607,5.07,11.49,0.59
Oryza sativa,25.92,72.43,115,5.86,10.13,0.67
Oryza sativa,27.97,79.6,1037,7.01,10.61,0.82
Oryza sativa,34.05,65.12,416,5.99,13.37,0.06
Oryza sativa,21.54,98.8,981,7.17,10.16,0.1
Oryza sativa,22.55,94.34,210,6.88,12.63,6.97
Oryza sativa,35.88,98.97,1073,6.71,12.68,0.57
Oryza sativa,35.99,86.04,453,5.35,10.31,0.18
Oryza sativa,20.52,63.82,1180,6.38,12.89,0.02
Oryza sativa,33.47,95.78,1315,5.97,12.87,1.52
Oryza sativa,26.79,74.93,532,6.31,11.35,13.2
Oryza sativa,34.9,64.21,1115,7.39,13.59,0.0
Oryza sativa,29.77,77.99,450,6.78,13.24,4.15
Oryza sativa,23.57,84.24,132,5.11,12.44,0.79
Oryza sativa,32.1,78.84,313,5.54,12.36,3.61
Oryza sativa,24.67,91.44,1434,7.46,13.58,0.01
Oryza sativa,34.92,89.76,605,5.31,13.49,0.37
Oryza sativa,26.74,94.83,63,5.34,13.82,0.86
Oryza sativa,27.15,79.81,1109,6.2,12.1,13.83
Oryza sativa,36.18,61.35,43,5.38,12.6,0.0
Oryza sativa,21.15,76.08,955,7.4,11.33,0.03
Oryza sativa,36.51,68.95,306,5.65,10.18,0.01
Oryza sativa,36.56,86.01,574,5.32,12.31,0.43
Oryza sativa,22.95,60.53,301,6.0,11.71,0.05
Oryza sativa,28.06,75.02,861,7.04,11.56,1.09
Oryza sativa,27.04,78.57,879,7.09,10.27,0.43
Oryza sativa,25.68,68.85,519,6.19,12.4,2.65
Oryza sativa,29.03,76.14,1079,5.62,13.07,1.35
Oryza sativa,20.53,74.82,1337,6.33,11.81,0.47
Oryza sativa,27.09,73.21,449,6.49,10.58,3.03
Oryza sativa,33.07,80.0,1,7.37,12.49,0.08
Oryza sativa,32.43,70.55,771,5.47,13.12,0.16
Oryza sativa,24.61,76.05,74,6.76,12.15,3.9
Oryza sativa,27.15,62.46,1196,7.1,10.77,0.0
Oryza sativa,35.99,66.45,207,5.34,12.96,0.0
Oryza sativa,34.54,60.43,265,6.58,10.56,0.0
Oryza sativa,24.08,76.33,989,6.77,10.29,0.72
Oryza sativa,26.89,91.43,280,5.88,10.51,20.4
Oryza sativa,23.56,93.19,32,6.49,10.54,8.49
Oryza sativa,30.47,70.17,267,5.31,11.43,0.19
Oryza sativa,38.0,83.12,1145,6.47,12.81,0.24
Oryza sativa,22.49,72.0,1351,5.42,10.13,0.01
Oryza sativa,33.29,88.28,1363,7.09,13.76,0.05
Oryza sativa,34.82,77.09,441,6.48,11.25,2.35
Oryza sativa,23.83,94.32,892,5.28,11.09,1.89
Oryza sativa,37.69,97.83,633,6.23,10.32,0.4
Oryza sativa,35.4,88.89,1163,7.21,13.79,0.02
Oryza sativa,22.82,69.5,1170,5.37,12.58,0.05
